question,cluster,key
Plausible Value 2 in Cognitive Process Subscale of Reading - Understand,2,PV2RCUN
Plausible Value 3 in Cognitive Process Subscale of Reading - Understand,2,PV3RCUN
Plausible Value 4 in Cognitive Process Subscale of Reading - Understand,2,PV4RCUN
Plausible Value 5 in Cognitive Process Subscale of Reading - Understand,2,PV5RCUN
Plausible Value 6 in Cognitive Process Subscale of Reading - Understand,2,PV6RCUN
Plausible Value 7 in Cognitive Process Subscale of Reading - Understand,2,PV7RCUN
Plausible Value 8 in Cognitive Process Subscale of Reading - Understand,2,PV8RCUN
Plausible Value 9 in Cognitive Process Subscale of Reading - Understand,2,PV9RCUN
Plausible Value 10 in Cognitive Process Subscale of Reading - Understand,2,PV10RCUN
Plausible Value 1 in Cognitive Process Subscale of Reading - Evaluate and Reflect,2,PV1RCER
Plausible Value 2 in Cognitive Process Subscale of Reading - Evaluate and Reflect,2,PV2RCER
Plausible Value 3 in Cognitive Process Subscale of Reading - Evaluate and Reflect,2,PV3RCER
Plausible Value 4 in Cognitive Process Subscale of Reading - Evaluate and Reflect,2,PV4RCER
Plausible Value 5 in Cognitive Process Subscale of Reading - Evaluate and Reflect,2,PV5RCER
Plausible Value 6 in Cognitive Process Subscale of Reading - Evaluate and Reflect,2,PV6RCER
Plausible Value 7 in Cognitive Process Subscale of Reading - Evaluate and Reflect,2,PV7RCER
Plausible Value 8 in Cognitive Process Subscale of Reading - Evaluate and Reflect,2,PV8RCER
Plausible Value 9 in Cognitive Process Subscale of Reading - Evaluate and Reflect,2,PV9RCER
Plausible Value 10 in Cognitive Process Subscale of Reading - Evaluate and Reflect,2,PV10RCER
Plausible Value 1 in Text Structure Subscale of Reading - Single,2,PV1RTSN
Plausible Value 2 in Text Structure Subscale of Reading - Single,2,PV2RTSN
Plausible Value 3 in Text Structure Subscale of Reading - Single,2,PV3RTSN
Plausible Value 4 in Text Structure Subscale of Reading - Single,2,PV4RTSN
Plausible Value 5 in Text Structure Subscale of Reading - Single,2,PV5RTSN
Plausible Value 6 in Text Structure Subscale of Reading - Single,2,PV6RTSN
Plausible Value 7 in Text Structure Subscale of Reading - Single,2,PV7RTSN
Plausible Value 8 in Text Structure Subscale of Reading - Single,2,PV8RTSN
Plausible Value 9 in Text Structure Subscale of Reading - Single,2,PV9RTSN
Plausible Value 10 in Text Structure Subscale of Reading - Single,2,PV10RTSN
Plausible Value 1 in Text Structure Subscale of Reading - Multiple,2,PV1RTML
Plausible Value 2 in Text Structure Subscale of Reading - Multiple,2,PV2RTML
Plausible Value 3 in Text Structure Subscale of Reading - Multiple,2,PV3RTML
Plausible Value 4 in Text Structure Subscale of Reading - Multiple,2,PV4RTML
Plausible Value 5 in Text Structure Subscale of Reading - Multiple,2,PV5RTML
Plausible Value 6 in Text Structure Subscale of Reading - Multiple,2,PV6RTML
Plausible Value 7 in Text Structure Subscale of Reading - Multiple,2,PV7RTML
Plausible Value 8 in Text Structure Subscale of Reading - Multiple,2,PV8RTML
Plausible Value 9 in Text Structure Subscale of Reading - Multiple,2,PV9RTML
Plausible Value 10 in Text Structure Subscale of Reading - Multiple,2,PV10RTML
In your home: A desk to study at,3,ST011Q01TA
In your home: A computer you can use for school work,3,ST011Q04TA
In your home: Educational software,3,ST011Q05TA
In your home: A link to the Internet,3,ST011Q06TA
In your home:  Technical reference books ,3,ST011Q11TA
"In your home: Books on art, music, or design",3,ST011Q16NA
How many in your home: Televisions,3,ST012Q01TA
How many in your home:  Cell phones  with Internet access (e.g. smartphones),3,ST012Q05NA
"How many in your home: Computers (desktop computer, portable laptop, or notebook)",3,ST012Q06NA
"How many in your home:  Tablet computers  (e.g.  iPad ,  BlackBerry PlayBook )",3,ST012Q07NA
Taught at school: How to decide whether to trust information from the Internet,3,ST158Q02HA
"Taught at school: To understand the consequences of making information publicly available online on  Facebook , [...]",3,ST158Q04HA
Taught at school: How to detect phishing or spam emails,3,ST158Q07HA
Available for you to use at home: Desktop computer,3,IC001Q01TA
"Available for you to use at home: Portable laptop, or notebook",3,IC001Q02TA
"Available for you to use at home:  Tablet computer  (e.g.  iPad ,  BlackBerry PlayBook )",3,IC001Q03TA
Available for you to use at home: Internet connection,3,IC001Q04TA
"Available for you to use at home:  Video games console , e.g.  Sony PlayStation ",3,IC001Q05TA
Available for you to use at home:  Cell phone  (without Internet access),3,IC001Q06TA
Available for you to use at home:  Cell phone  (with Internet access),3,IC001Q07TA
"Available for you to use at home: Portable music player (Mp3/Mp4 player, iPod or similar)",3,IC001Q08TA
Available for you to use at home: Printer,3,IC001Q09TA
Available for you to use at home: USB (memory) stick,3,IC001Q10TA
"Available for you to use at home:  ebook reader , e.g.  Amazon Kindle ",3,IC001Q11TA
Available for you to use at school: Desktop computer,3,IC009Q01TA
Available for you to use at school: Portable laptop or notebook,3,IC009Q02TA
"Available for you to use at school:  Tablet computer  (e.g.  iPad ,  BlackBerry PlayBook )",3,IC009Q03TA
Available for you to use at school: Internet connected school computers,3,IC009Q05NA
Available for you to use at school: Internet connection via wireless network,3,IC009Q06NA
"Available for you to use at school: Storage space for school-related data, e.g. a folder for own documents",3,IC009Q07NA
Available for you to use at school: USB (memory) stick,3,IC009Q08TA
"Available for you to use at school:  ebook reader , e.g.  Amazon Kindle ",3,IC009Q09TA
"Available for you to use at school: Data projector, e.g. for slide presentations",3,IC009Q10NA
"Available for you to use at school: Interactive Whiteboard, e.g.  Smartboard ",3,IC009Q11NA
How old were you when you first used a digital device?,3,IC002Q01HA
How old were you when you first accessed the Internet?,3,IC004Q01HA
"During a typical weekday, for how long do you use the Internet at school?",3,IC005Q01TA
"During a typical weekday, for how long do you use the Internet outside of school?",3,IC006Q01TA
"On a typical weekend day, for how long do you use the Internet outside of school?",3,IC007Q01TA
Time spent using digital devices during classroom lessons in a typical school week:  Test language lessons ,3,IC150Q01HA
Time spent using digital devices during classroom lessons in a typical school week:  Mathematics ,3,IC150Q02HA
Time spent using digital devices during classroom lessons in a typical school week:  Science ,3,IC150Q03HA
Time spent using digital devices during classroom lessons in a typical school week:  Foreign language ,3,IC150Q04HA
Time spent using digital devices during classroom lessons in a typical school week:  Social sciences ,3,IC150Q05HA
Time spent using digital devices during classroom lessons in a typical school week: Music,3,IC150Q06HA
Time spent using digital devices during classroom lessons in a typical school week: Sports,3,IC150Q07HA
Time spent using digital devices during classroom lessons in a typical school week:  Performing arts ,3,IC150Q08HA
Time spent using digital devices during classroom lessons in a typical school week:  Visual arts ,3,IC150Q09HA
Time spent using digital devices outside of classroom lessons in a typical school week:  Test language lessons ,3,IC151Q01HA
Time spent using digital devices outside of classroom lessons in a typical school week:  Mathematics ,3,IC151Q02HA
Time spent using digital devices outside of classroom lessons in a typical school week:  Science ,3,IC151Q03HA
Time spent using digital devices outside of classroom lessons in a typical school week:  Foreign language ,3,IC151Q04HA
Time spent using digital devices outside of classroom lessons in a typical school week:  Social sciences ,3,IC151Q05HA
Time spent using digital devices outside of classroom lessons in a typical school week: Music,3,IC151Q06HA
Time spent using digital devices outside of classroom lessons in a typical school week: Sports,3,IC151Q07HA
Time spent using digital devices outside of classroom lessons in a typical school week:  Performing arts ,3,IC151Q08HA
Time spent using digital devices outside of classroom lessons in a typical school week:  Visual arts ,3,IC151Q09HA
Digital device used for learning or teaching during lessons within the last month:  Test language lessons ,3,IC152Q01HA
Digital device used for learning or teaching during lessons within the last month:  Mathematics ,3,IC152Q02HA
Digital device used for learning or teaching during lessons within the last month:  Science ,3,IC152Q03HA
Digital device used for learning or teaching during lessons within the last month:  Foreign language ,3,IC152Q04HA
Digital device used for learning or teaching during lessons within the last month:  Social sciences ,3,IC152Q05HA
Digital device used for learning or teaching during lessons within the last month: Music,3,IC152Q06HA
Digital device used for learning or teaching during lessons within the last month: Sports,3,IC152Q07HA
Digital device used for learning or teaching during lessons within the last month:  Performing arts ,3,IC152Q08HA
Digital device used for learning or teaching during lessons within the last month:  Visual arts ,3,IC152Q09HA
Use digital devices outside of school: Playing one-player games.,3,IC008Q01TA
Use digital devices outside of school: Playing collaborative online games.,3,IC008Q02TA
Use digital devices outside of school: Using email.,3,IC008Q03TA
Use digital devices outside of school:  Chatting online  (e.g.  MSN ).,3,IC008Q04TA
"Use digital devices outside of school: Participating in Social Networks (e.g.  Facebook ,  MySpace ).",3,IC008Q05TA
"Use digital devices outside of school: Playing online games via Social Networks (e.g.  Farmville ,  The Sims Social ).",3,IC008Q07NA
"Use digital devices outside of school: Browsing the Internet for fun (such as watching videos, e.g.  YouTube ).",3,IC008Q08TA
Use digital devices outside of school: Reading news on the Internet (e.g. current affairs).,3,IC008Q09TA
Use digital devices outside of school: Obtaining practical information from the Internet [...],3,IC008Q10TA
"Use digital devices outside of school: Downloading music, films, games or software from the Internet.",3,IC008Q11TA
Use digital devices outside of school: Uploading your own created contents for sharing [...],3,IC008Q12TA
Use digital devices outside of school: Downloading new apps on a mobile device.,3,IC008Q13NA
Use digital devices outside of school: Browsing the Internet for schoolwork [...],3,IC010Q01TA
Language at home (3-digit code),3,LANGN
ICT available at home,3,ICTHOME
ICT available at school,3,ICTSCH
Home educational resources (WLE),3,HEDRES
ICT resources (WLE),3,ICTRES
ICT use outside of school (leisure) (WLE),3,ENTUSE
Use of ICT outside of school (for school work activities) (WLE),3,HOMESCH
Subject-related ICT use during lessons (WLE),3,ICTCLASS
Subject-related ICT use outside of lessons (WLE),3,ICTOUTSIDE
National Centre 6-digit Code,4,NatCen
Adjudicated sub-region code 7-digit code (3-digit country code + region ID + stratum ID),4,SUBNATIO
OECD country,4,OECD
Mode of Respondent,4,ADMINMODE
Language of Questionnaire,4,LANGTEST_QQQ
Form Identifier,4,BOOKID
